peptide,Protein,LOD,LOQ,slope_linear,intercept_linear,intercept_noise,stdev_noise,stndev_noise
Q14232,sp|Q14232|EI2BA_HUMAN,,inf,0.0,76570.58694414761,85371.4227842418,,
Q562E7,sp|Q562E7|WDR81_HUMAN,29.926141131074967,46.9137432811174,21702.937085711,-537100.2340151976,33863.48019259644,,39260.721989017075
Q8IU60,sp|Q8IU60|DCP2_HUMAN,67.85354077975056,inf,1670.0460342928495,-42740.04204182327,14147.490934537193,,28215.501857795054
Q8IYU8,sp|Q8IYU8|MICU2_HUMAN,27.634262554295294,34.21296595845027,3547.985358392283,-55265.75159436454,18486.61985329393,,12146.793742474687
Q8N2G8,sp|Q8N2G8|GHDC_HUMAN,24.718123486310176,36.88489140771459,16161.295571648256,-255164.31244547147,50043.90145112027,,47134.34287108382
Q92520,sp|Q92520|FAM3C_HUMAN,10.147259899607741,inf,6462.10985303126,74303.58298953024,74304.14260887828,,32786.07427958807
Q96KP1,sp|Q96KP1|EXOC2_HUMAN,,inf,0.0,460551.8282012968,868001.4545382173,,
Q9HBI1,sp|Q9HBI1|PARVB_HUMAN,2.1462054400573685,57.497846807297634,84699.91404398248,-123851.2116931193,28133.41226434485,,14899.396168061292
Q9UDY2,sp|Q9UDY2|ZO2_HUMAN,2.6362607350700045,3.619732848857176,15734.945389078026,114951.54002861118,115166.88441715113,,20633.03715457863
Q9UK55,sp|Q9UK55|ZPI_HUMAN,20.485123213732184,37.35191525930415,234496.4248293014,-4500193.21718759,175333.42853768077,,64080.755041327866
P05141,sp|P05141|ADT2_HUMAN,16.380074249746368,inf,100313.2045645921,-1162908.6179616477,54833.59768323065,,212697.76167656825
P06737,sp|P06737|PYGL_HUMAN,inf,inf,86349.83622858555,-7434983.654192668,938001.3215494743,,inf
P11511,sp|P11511|CP19A_HUMAN,35.503289954062694,inf,2749.8712583148636,-44033.62028243023,23433.106360083053,,15081.374988891283
P16930,sp|P16930|FAAA_HUMAN,10.261219986088987,43.79995595088401,12160.494162387196,21396.89853408069,91233.20493349334,,27472.599670196647
P30153,sp|P30153|2AAA_HUMAN,0.3882242016675116,1.3944037551860218,23773.5104836704,57667.53149095107,57667.56206526584,,4614.710777021194
P35914,sp|P35914|HMGCL_HUMAN,24.257310467449184,25.022388139495153,15533.333243351442,-77999.99337738694,158432.2789767613,,70182.30736208854
P41222,sp|P41222|PTGDS_HUMAN,2.9295696562830726,22.53975760450871,21263.33245289112,-15043.719326088685,16766.898397210778,,15240.897911074742
P51151,sp|P51151|RAB9A_HUMAN,21.65515577166623,inf,2999.8745282511636,23457.25876810288,47566.5445138813,,20426.732229477137
P63104,sp|P63104|1433Z_HUMAN,0.1,1.1090909090909091,615522.9593500416,20001.379001760357,20001.44310210706,,0.1
Q00535,sp|Q00535|CDK5_HUMAN,37.74856266125685,47.18059862167247,4091.023775238589,11411.013657562311,91866.86874605887,,36987.206119894436
Q8IUZ5,sp|Q8IUZ5|AT2L2_HUMAN,9.327873041304672,10.243753111594524,2503.960698678902,57334.93449213007,57335.00212136486,,11678.27993422928
Q8IXQ6,sp|Q8IXQ6|PARP9_HUMAN,inf,inf,9533.721843050716,-437366.3567338273,217002.465266901,,inf
Q8TBC4,sp|Q8TBC4|UBA3_HUMAN,88.83470086362348,inf,4544.444444444443,-28111.111111111008,180666.66666666663,,97463.29251790006
Q99613_B5ME19,sp|Q99613|EIF3C_HUMAN_sp|B5ME19|EIFCL_HUMAN,86.11944476293641,86.25965239159362,5897.850965398108,-166317.33206108864,189668.1220910753,,75967.0981412348
Q9H488,sp|Q9H488|OFUT1_HUMAN,inf,inf,955.5555555555562,213130.16893817156,359002.408865802,,inf
Q9UHD1,sp|Q9UHD1|CHRD1_HUMAN,4.711625524559874,inf,28081.503873514226,-27376.69546000803,34200.6387516003,,35366.098103434146
Q9ULL4,sp|Q9ULL4|PLXB3_HUMAN,,inf,0.0,530461.6235897243,552999.6363047133,,
Q9Y4D8,sp|Q9Y4D8|HECD4_HUMAN,18.704696411284154,44.1608015754275,1902.3956903661176,39026.53427668275,40366.602687065635,,17121.832716025336
O43149,sp|O43149|ZZEF1_HUMAN,8.026795414764052,8.95581768330179,3915.1299253506477,41896.57541014061,46366.74465788843,,13477.888842631142
O43920,sp|O43920|NDUS5_HUMAN,74.31012113286054,inf,40417.0066889153,-2157812.234428536,79952.83375525475,,382813.79734857014
P05165,sp|P05165|PCCA_HUMAN,28.861856120215506,38.20322854887408,6348.904685719643,-12139.876275927556,84933.62069444857,,43083.83829491313
P14324,sp|P14324|FPPS_HUMAN,26.31710762201974,27.06137926220136,15233.247189157362,-33063.31938707104,22969.027012112783,,172431.32965535007
P15311,sp|P15311|EZRI_HUMAN,,inf,0.0,-35365579.14538399,2466.774987131357,,
Q08752,sp|Q08752|PPID_HUMAN,68.90933238064409,69.22337952831435,5522.780978943373,-5559.494598062272,224332.59732613433,,75339.52910965562
Q15018,sp|Q15018|ABRX2_HUMAN,46.860545583739274,70.47808087985516,3727.5532838935474,70979.42693541005,143866.7968459924,,50893.905332564136
Q5JU69,sp|Q5JU69|TOR2A_HUMAN,27.481107903446958,inf,18490.0589480076,-339237.0175535652,50266.94638318545,,59311.6705772706
Q86VW0,sp|Q86VW0|SESD1_HUMAN,0.8756707018827096,inf,2208.908606110092,1276.8103086038125,1276.8112256784755,,967.1378162162596
Q8IZD0,sp|Q8IZD0|SAM14_HUMAN,29.000919540469898,51.950117264762454,3510.0845722504528,8260.467666870289,60666.494381563614,,24694.826772693374
Q92882,sp|Q92882|OSTF1_HUMAN,0.2887181345106968,0.5,11596.086551177019,17067.149395938457,17067.181998088272,,1673.983937265296
Q96H79,sp|Q96H79|ZCCHL_HUMAN,inf,inf,600.0,328494.90745024726,459668.4323009788,,inf
Q96I82,sp|Q96I82|KAZD1_HUMAN,43.23280344177378,inf,554.5427724385005,-6195.589389371957,5516.801954760233,,6131.023668378897
Q9UJX3,sp|Q9UJX3|APC7_HUMAN,,inf,0.0,-3442847.6417163713,15660.431166398339,,
Q9Y2Z0,sp|Q9Y2Z0|SGT1_HUMAN,inf,inf,5152.015147425257,197296.66685738132,470671.93599992094,,inf
O43427,sp|O43427|FIBP_HUMAN,39.19265988144539,39.80687543819846,5020.80826189447,71199.48348369458,152333.3391108316,,57822.48745562193
P01780,sp|P01780|HV307_HUMAN,29.47357466474024,30.185962799439835,107954.10304213446,1373701.7674177333,3293333.093839462,,631080.9949778414
P05388,sp|P05388|RLA0_HUMAN,8.167857592395192,9.095454990451806,10171.546777779437,-19380.104250201108,28166.732142031065,,17766.45459152823
P0DP02,sp|P0DP02|HVC33_HUMAN,0.14962034705554994,1.1582100405196354,144007.10701693958,16745.716865749928,16750.058297536012,,10771.02594927707
P12236,sp|P12236|ADT3_HUMAN,0.8033458566607907,32.86691083228558,60841.5694880582,46022.64623733007,46067.694279147065,,24415.88735957707
P14854,sp|P14854|CX6B1_HUMAN,7.881889988675281,8.812375948385633,25252.452845556967,172571.93393811944,230665.91340632888,,70471.53790234032
P40926,sp|P40926|MDHM_HUMAN,5.421729937158028,6.377065998398855,56719.04507821353,-12967.17475056825,94534.52721243238,,100006.82137228266
P42338,sp|P42338|PK3CB_HUMAN,79.59462352334086,inf,65766.66666666666,-4092999.9999999995,50933.33333333349,,545369.8701925251
P80217,sp|P80217|IN35_HUMAN,inf,inf,8288.888888888889,-297888.8888888889,996833.3333333334,,inf
Q13177,sp|Q13177|PAK2_HUMAN,38.95439740730555,67.93564308262513,13869.748108523576,-381003.75008771685,53066.6718519447,,53108.62890949515
Q16186,sp|Q16186|ADRM1_HUMAN,,inf,0.0,-26652069.445783895,376333.7524295263,,
Q6DKI2,sp|Q6DKI2|LEG9C_HUMAN,69.93301828301367,inf,7305.555441666598,-416888.8792084774,0.05355351202888414,,47005.30475382539
Q86UN3,sp|Q86UN3|R4RL2_HUMAN,inf,inf,3812.6526840020592,743068.2182974787,1063347.7656678474,,inf
Q92187,sp|Q92187|SIA8D_HUMAN,50.39665046790189,68.93527605060522,3611.5878643426986,-83471.99972355308,51000.12885989077,,23769.901324975708
Q9GZT6,sp|Q9GZT6|CC90B_HUMAN,49.1361462883413,inf,3820.3204667340833,97346.57854150754,98957.2975986448,,93052.55313232649
Q9H257,sp|Q9H257|CARD9_HUMAN,16.225666109205743,68.69040046505668,4344.756694684368,-56797.293261057916,6556.652812869521,,3571.312689878736
Q9NXN4,sp|Q9NXN4|GDAP2_HUMAN,inf,inf,579.4525275092574,63379.868475849304,97535.16588359664,,inf
Q9P032,sp|Q9P032|NDUF4_HUMAN,25.514239305032294,inf,684.8471992728065,-12185.448938165275,1353.3380624979527,,1967.2841644821483
Q9P0U1,sp|Q9P0U1|TOM7_HUMAN,,inf,0.0,-9667205.915422127,10799.975123722106,,
Q9P107,sp|Q9P107|GMIP_HUMAN,inf,inf,605.5555555555562,962929.6311633891,1306654.093949594,,inf
Q9UHF1,sp|Q9UHF1|EGFL7_HUMAN,24.409501139608206,inf,1144.265030107045,2256.873217009752,10033.281420421445,,10077.265176500021
A0A075B6R9_A0A0C4DH68,sp|A0A075B6R9|KVD24_HUMAN_sp|A0A0C4DH68|KV224_HUMAN,inf,inf,8111.11111111111,-369777.7777777777,276333.3333333333,,inf
O15211,sp|O15211|RGL2_HUMAN,41.53366010562944,68.69983823836728,2342.3156808750014,-37403.06316735194,11743.417920831074,,24069.231130682638
P11047,sp|P11047|LAMC1_HUMAN,29.182323645085376,inf,7476.832424478129,189546.2930853392,189549.62402985166,,109094.00635333832
P17693,sp|P17693|HLAG_HUMAN,0.1,1.1090909090909091,360546.4392176813,5252.687394210626,5252.694064707306,,0.1
P23284,sp|P23284|PPIB_HUMAN,0.9209656114706762,1.9217639386275382,122488.50264182751,90804.48630133024,101666.66581570699,,50972.759609640736
P40189,sp|P40189|IL6RB_HUMAN,76.41568901271201,76.65391437621997,8822.22222222222,-336555.5555555555,164366.66666666663,,86616.9837560741
P50213,sp|P50213|IDH3A_HUMAN,18.614432436518232,19.4365088765534,6072.122462240574,103608.29018892869,118400.25720647036,,49118.57315105012
P69905,sp|P69905|HBA_HUMAN,,inf,0.0,-3215895168.811751,42974.712225437164,,
Q00325,sp|Q00325|MPCP_HUMAN,1.2242231387466598,64.08153568681696,23761.81368904698,12644.71832105677,20433.440084411886,,10650.520186681662
Q08722,sp|Q08722|CD47_HUMAN,0.710696939715856,1.7136191928500393,163632.31594938,16402.693379549957,64200.091708731554,,34247.7939273304
Q13232,sp|Q13232|NDK3_HUMAN,25.535241179288594,37.569949675565184,2346.2469003694505,-34590.431252581715,8220.073462725544,,8550.737875892479
Q9Y4K4,sp|Q9Y4K4|M4K5_HUMAN,,inf,0.0,-1022111387.7913682,7072556.911638379,,
A0A804HLA8_P63218,tr|A0A804HLA8|A0A804HLA8_HUMAN_sp|P63218|GBG5_HUMAN,inf,inf,57555.55555555553,-1035192545.7240806,11424176.37769866,,inf
O75688,sp|O75688|PPM1B_HUMAN,3.0917652614334017,inf,7448.082678622181,32314.376847392574,35233.40783354265,,10054.34615194891
O95153,sp|O95153|RIMB1_HUMAN,42.22930746344302,inf,9946.140077028633,154699.580138017,270002.47039432044,,152357.8585655058
O95782,sp|O95782|AP2A1_HUMAN,25.43663833394104,61.588571262939325,11523.645976257581,-18561.20823411498,133366.3062324806,,70597.6502599217
P07951,sp|P07951|TPM2_HUMAN,2.552083193016949,28.144465384749868,61001.61594709977,-85472.2148249621,46399.97800730121,,11904.502986602367
P0DTE1,sp|P0DTE1|HV383_HUMAN,31.733263556632902,36.56020451727502,16742.245701025277,-186473.69050165662,74334.43452362236,,135238.98516763013
P19320,sp|P19320|VCAM1_HUMAN,38.684777267787055,57.88449347686384,28217.83862660739,167059.2116328627,248633.5848788258,,505013.21450135106
P51793,sp|P51793|CLCN4_HUMAN,63.35194481718342,78.15923984054366,4185.548185421358,-215888.26240389489,1450.0470898131316,,23912.15408938401
Q08431,sp|Q08431|MFGM_HUMAN,inf,inf,47162.54465572607,-4636016.184602444,76268.59779487737,,inf
Q0VD83,sp|Q0VD83|APOBR_HUMAN,18.353201477126756,50.51709180431925,3466.3044612008453,25780.74086130446,43966.84554289693,,22715.839737944974
Q12907,sp|Q12907|LMAN2_HUMAN,18.59207221732308,19.414374518158198,14981.316090490462,24929.75779319279,48101.13546614745,,127681.16649599416
Q14790,sp|Q14790|CASP8_HUMAN,14.97346274007404,inf,2252.1088305826347,-15300.134866882327,10119.8588383836,,4150.936978027437
Q15555,sp|Q15555|MARE2_HUMAN,3.084129623945184,4.063077809561899,38440.995467758534,47132.4544076249,85632.23381829727,,40028.61674269213
Q6UX71,sp|Q6UX71|PXDC2_HUMAN,14.621815845340867,28.420310254174666,26544.151267584217,-271759.4542516285,22467.06877744978,,46948.58428820476
Q8IVL1,sp|Q8IVL1|NAV2_HUMAN,inf,inf,5697.901431332936,-29902.17241468494,105540.42448517623,,inf
Q8NBP7,sp|Q8NBP7|PCSK9_HUMAN,40.20808858880605,inf,34672.653806852475,-168707.54332473682,425690.58077368286,,399861.505888254
Q8TCT8,sp|Q8TCT8|SPP2A_HUMAN,20.39444724437041,55.77469291353911,9945.487128876652,-164184.6117068111,4775.60702782002,,16936.24691740437
Q8WV99,sp|Q8WV99|ZFN2B_HUMAN,,inf,0.0,369923.2741280352,378001.11041438446,,
Q92614,sp|Q92614|MY18A_HUMAN,9.72539089265403,inf,14421.352433335822,31336.972179345063,96967.78580410003,,37311.23799508163
Q96FS4,sp|Q96FS4|SIPA1_HUMAN,48.14080559038162,inf,4056.344954267494,-121909.7411177811,15309.574836924512,,29028.198948105597
Q9C0H2,sp|Q9C0H2|TTYH3_HUMAN,8.795862832662213,52.09479663937813,10630.295340525545,-30531.475839653926,37399.744512492674,,12785.699666902168
Q9H6V9,sp|Q9H6V9|LDAH_HUMAN,5.010548898279144,inf,15390.233210053597,17208.084646898234,28306.9713467091,,33007.31467754114
Q9HBH5,sp|Q9HBH5|RDH14_HUMAN,84.69554131194457,84.85013180374311,11713.270758449407,-572128.0150370306,118969.55621782236,,150482.1180826955
Q9HCJ3,sp|Q9HCJ3|RAVR2_HUMAN,1.133709281340091,inf,6921.345888891664,9303.41067719409,9303.501267449568,,3923.3517416730415
Q9HD45,sp|Q9HD45|TM9S3_HUMAN,72.88734583838927,inf,17955.399259926653,-910208.9370933672,200599.01432494738,,98956.72205315904
Q9NW68,sp|Q9NW68|BSDC1_HUMAN,,inf,0.0,2698035.133066723,4646681.004779787,,
Q9UJ83,sp|Q9UJ83|HACL1_HUMAN,15.46084127418154,inf,2389.362292415421,2279.8274130900904,17183.249120566663,,11019.064721036397
Q9ULH1,sp|Q9ULH1|ASAP1_HUMAN,58.56886117305613,58.98735752484344,4355.555555555553,258111.11111111124,304666.6666666667,,104272.18655465555
O43561,sp|O43561|LAT_HUMAN,58.59853441148888,60.68951752201974,7133.334209054665,-328333.40776964027,30800.110758004535,,29434.7057951479
O60826,sp|O60826|CCD22_HUMAN,27.92660809381788,inf,2791.0199312815303,38717.0232294016,41600.45450650941,,37530.144262912996
O95394,sp|O95394|AGM1_HUMAN,86.87210606859348,99.86739501079387,3436.647653476499,-168331.7172063988,71300.71246179781,,29458.194902498355
O95497,sp|O95497|VNN1_HUMAN,88.23591603170632,inf,1742.21927615217,-67355.30514105987,40133.237382147796,,23118.885618087697
P07919,sp|P07919|QCR6_HUMAN,10.9193292104673,inf,8091.189759390691,116706.10719288891,116706.10874175349,,44175.18156914204
P18124,sp|P18124|RL7_HUMAN,75.11698295794065,inf,1458888.9280937326,-86888892.2213004,300339.4104708582,,11199051.558686983
P22681,sp|P22681|CBL_HUMAN,inf,inf,677.7777777777791,8681745.335461497,12153340.238703955,,inf
P27169,sp|P27169|PON1_HUMAN,0.1,1.1090909090909091,761473.2144576529,37340.04688269005,37340.161295489095,,0.1
P42226,sp|P42226|STAT6_HUMAN,inf,inf,655.5555555555562,150777.77777777772,442333.33333333326,,inf
P43251,sp|P43251|BTD_HUMAN,13.16563375459912,18.42832261795675,13820.745504915041,-95963.25995552976,51633.26402668111,,17181.17477551133
P52597,sp|P52597|HNRPF_HUMAN,2.075413442443345,3.0645506803984626,5713.476651182959,27959.519998461,27966.795388892686,,5925.275427259807
P53597,sp|P53597|SUCA_HUMAN,2.174285287202063,3.1624238196545673,17518.090100006528,21524.721940118783,25566.89066442355,,17023.57842000977
P55884,sp|P55884|EIF3B_HUMAN,46.03721691674932,50.94292446977211,9715.898022991665,-85076.9595320119,105568.06338347205,,128323.9409549996
Q7L1Q6,sp|Q7L1Q6|5MP2_HUMAN,27.363321310535362,inf,2048.051243894308,-33428.20259748925,6833.374941557151,,7889.953354037581
Q96L08,sp|Q96L08|SUSD3_HUMAN,,inf,0.0,-202051.68814713001,680.0612003613205,,
Q9BUN1,sp|Q9BUN1|MENT_HUMAN,7.22468645851033,8.161810837717297,18470.73442216203,59631.00450785822,100566.92716214989,,46254.67110212148
Q9H6A0,sp|Q9H6A0|DEN2D_HUMAN,76.13584186571202,inf,2165.590748935123,-106691.88032452836,26733.365886455067,,15726.914297894973
Q9NVA2,sp|Q9NVA2|SEP11_HUMAN,11.415252979612626,40.943501986408414,10994.679403611455,-40523.32861009738,40033.13354682979,,22475.29233251703
Q9NYL4,sp|Q9NYL4|FKB11_HUMAN,18.345303786930753,inf,6301.4570862965675,-56174.402307490294,15470.137999264785,,21978.802120831486
Q9Y4Z0,sp|Q9Y4Z0|LSM4_HUMAN,53.31460057839652,73.12052760574345,2366.8997529874027,123818.7656481523,135700.62392822813,,57154.228329776466
O00217,sp|O00217|NDUS8_HUMAN,15.777719819500943,37.045972390334036,23516.444629407033,-185194.46038154612,88233.69039394532,,48803.86186905021
O43312,sp|O43312|MTSS1_HUMAN,7.497076641637221,8.431449604853007,5172.333178491727,7722.672715187194,29466.51062795019,,8516.770171236269
O95760,sp|O95760|IL33_HUMAN,0.4864030159762473,inf,115048.09212966438,197767.92103640383,206333.33313144915,,23697.163449568296
P0CB48,sp|P0CB48|UBFL6_HUMAN,3.0829624275640275,inf,7138.857363141918,22634.030186704065,22634.17405868403,,11004.342577162688
P25098,sp|P25098|ARBK1_HUMAN,inf,inf,2903.3333333333335,-110333.33333333337,131600.00000000003,,inf
P55072,sp|P55072|TERA_HUMAN,1.6200288712958617,2.613765953403984,68664.24132582864,62042.195999262905,84633.21172369004,,44323.518824520856
P61923,sp|P61923|COPZ1_HUMAN,12.098238553364165,26.304583837668947,23580.078838431193,-97417.4313952938,86667.49277919528,,50596.24735999283
Q07021,sp|Q07021|C1QBP_HUMAN,12.278692401702862,13.164766215827076,5793.208200265996,21163.912496207224,47066.24067500798,,22615.34666564402
Q13555,sp|Q13555|KCC2G_HUMAN,0.1,1.1090909090909091,91173.13854056539,916.9739448624779,916.9835937104042,,0.1
Q86UK7,sp|Q86UK7|ZN598_HUMAN,17.45041463037563,62.47746119562528,138539.86015248398,-2262074.592764062,890.2523190998472,,77306.57870596927
Q8N1G4,sp|Q8N1G4|LRC47_HUMAN,20.923223628317224,21.72197894520291,5724.531439906382,49270.58819421369,94933.0529678096,,37056.593355449055
Q96Q11,sp|Q96Q11|TRNT1_HUMAN,41.80156952768945,69.43112742868537,1756.8195932884091,-43311.213815987896,12613.242161324895,,8756.680199569872
Q9BRR6,sp|Q9BRR6|ADPGK_HUMAN,46.85170261789763,inf,5237.668790019493,-118206.8226039974,60500.29635857066,,33343.29079923447
Q9NSD9,sp|Q9NSD9|SYFB_HUMAN,29.467739585098695,59.3905167308144,4223.407874529296,86870.34232909196,143000.60653475637,,34162.00960131005
Q9P2E5,sp|Q9P2E5|CHPF2_HUMAN,69.52137585638586,72.29215986944169,3780.9714674806346,-175949.24142623402,36199.953581340145,,25354.571742708904
O95935,sp|O95935|TBX18_HUMAN,68.62419660384533,71.79346967416399,4608.3706485322155,-174044.83846143715,75532.84496117962,,33334.02499282411
P00747,sp|P00747|PLMN_HUMAN,7.738774478253806,inf,56098.811984452754,14827.117628268927,284000.9486790004,,82481.11169745514
P01599,sp|P01599|KV117_HUMAN,8.346510264567081,55.56194437069918,30399.743523975525,41517.14891111412,112834.29826983865,,91207.31100217193
P02730,sp|P02730|B3AT_HUMAN,,inf,0.0,-71716037.33620165,195667.57030194998,,
P04792,sp|P04792|HSPB1_HUMAN,20.613856617540932,36.651461341270036,34302.970617900995,-439435.67318054964,78367.24008665502,,94656.802302963
P15531,sp|P15531|NDKA_HUMAN,3.629176291093627,24.071472229346497,25735.029049842826,-13383.290140507374,16500.404169810114,,31756.63148398892
P21266,sp|P21266|GSTM3_HUMAN,79.14659628649099,79.35723672804158,9100.042277552846,-304003.59359204076,203733.21258187346,,106250.28307878049
P42830,sp|P42830|CXCL5_HUMAN,16.525011894318403,17.368193592355592,5118.244131190141,81264.52912848617,85966.87373610589,,39938.35026916137
P55809,sp|P55809|SCOT1_HUMAN,inf,inf,2806.2375617600906,270360.152270018,321333.6222875739,,inf
P61812,sp|P61812|TGFB2_HUMAN,1.7165414673595487,45.39807859297753,10531.7430964984,16320.515577495,16353.373528969316,,9022.657898621423
P83111,sp|P83111|LACTB_HUMAN,1.090801018408491,2.089883836404365,1815.5842555194658,20699.529774878403,20700.071942483126,,989.9494936611666
Q13190,sp|Q13190|STX5_HUMAN,61.06629902036432,71.2913113988545,3119.9971737700994,-160333.09310426522,3481.013721466443,,13356.286765202407
Q13490_Q13489,sp|Q13490|BIRC2_HUMAN_sp|Q13489|BIRC3_HUMAN,inf,inf,56.666666666666664,61878.87821015563,67874.68553740866,,inf
Q14166,sp|Q14166|TTL12_HUMAN,55.05149643541098,60.49979989778541,5819.229459893818,-116743.49397687192,93632.6291255469,,54990.58338288214
Q15717,sp|Q15717|ELAV1_HUMAN,63.14582559434409,72.08017090480612,3126.666690148982,-182000.00199654044,1470.0331763482827,,6982.957167451991
Q8NCW5,sp|Q8NCW5|NNRE_HUMAN,67.5742808917867,67.90181340803127,9674.905114241925,-314700.2680213545,231666.31395390112,,53704.08690795594
Q8TEP8,sp|Q8TEP8|CE192_HUMAN,5.654485454102337,8.513440440341661,21126.55782481674,-67146.2468267581,34666.53654339118,,8823.515272764447
Q96FE7,sp|Q96FE7|P3IP1_HUMAN,,inf,0.0,310965.83556789585,366001.2741461684,,
Q9HCU0,sp|Q9HCU0|CD248_HUMAN,10.258519778016456,11.16499937621831,28487.370008277376,229829.98950632228,260665.6176680703,,130701.31024591911
Q9Y2Q5,sp|Q9Y2Q5|LTOR2_HUMAN,25.21872310630923,74.31754126883347,6983.310003084815,-97790.20846629854,29033.471777145765,,24643.24054493555
Q9Y3E0,sp|Q9Y3E0|GOT1B_HUMAN,4.035854030517783,5.00518883829033,9830.790187298051,-23829.752460369244,6576.683828204295,,4634.5989560039825
Q9Y4E1_Q641Q2,sp|Q9Y4E1|WAC2C_HUMAN_sp|Q641Q2|WAC2A_HUMAN,29.39364408369719,35.0992081981459,2619.501338989657,-21710.5005362729,31366.548252841145,,11959.820622958077
Q9Y570,sp|Q9Y570|PPME1_HUMAN,14.847578567772622,15.707704036785021,7281.089904206442,51837.53433307756,87266.52855527366,,36338.780094762544
O14787,sp|O14787|TNPO2_HUMAN,1.382712439754128,2.3788466575343894,3648.400995133307,22466.9968516796,22466.99711622373,,2522.344588319015
O95965,sp|O95965|ITGBL_HUMAN,,inf,0.0,383846.61304773664,448334.4511940106,,
P00738,sp|P00738|HPT_HUMAN,1.7367884636714939,inf,249449.21382362378,-156316.72575060933,105600.7578214638,,85661.51663436019
P09669,sp|P09669|COX6C_HUMAN,2.3020614619904136,3.2889093260107125,51396.81446620036,2047.0068656031835,65366.56987456913,,27499.531421372645
P54687,sp|P54687|BCAT1_HUMAN,32.39853396197418,63.80931616146093,2064.912739496834,-13473.712359474408,10156.705296681754,,21634.863931472584
Q13303,sp|Q13303|KCAB2_HUMAN,87.25075061067865,99.87121970313817,7355.555555555556,-301222.2222222223,157866.6666666667,,91344.42724594036
Q15526,sp|Q15526|SURF1_HUMAN,18.756572301735982,19.57721298555683,7651.017822871442,-9355.281122976281,76700.21169754758,,28725.68807801748
Q676U5,sp|Q676U5|A16L1_HUMAN,35.119632889097055,77.06249647594339,768.7836700224497,-8490.645853972215,4620.150161861266,,6944.30212324384
Q6P996,sp|Q6P996|PDXD1_HUMAN,inf,inf,3688.8888888888896,-77222.22222222225,127466.66666666669,,inf
Q8TCZ2,sp|Q8TCZ2|C99L2_HUMAN,inf,inf,1145.3059611464298,-53871.00665378665,16373.21225452295,,inf
Q8TEW0,sp|Q8TEW0|PARD3_HUMAN,inf,inf,355.55555555555816,-84424444.75685221,1603334.8399800658,,inf
Q96FW1,sp|Q96FW1|OTUB1_HUMAN,87.20423064183205,99.61224941338885,7125.290078907755,-245816.32338635196,211001.01930784967,,82269.04836841402
Q96RS6,sp|Q96RS6|NUDC1_HUMAN,inf,inf,2300.0,-16000.0,371666.6666666667,,inf
Q9BRP8,sp|Q9BRP8|PYM1_HUMAN,7.18969820994832,55.001065798762816,4665.899036135929,-27536.396095328942,471.0437737658358,,2769.48303940565
Q9H479,sp|Q9H479|FN3K_HUMAN,inf,inf,38777.777777777774,-691111.111111111,6131666.666666667,,inf
Q9Y371,sp|Q9Y371|SHLB1_HUMAN,40.47880392688844,inf,6204.237427398797,448479.48032261676,460667.7384945671,,119475.92608379415
O14730,sp|O14730|RIOK3_HUMAN,22.153362812114164,inf,1055.5760709918313,-7481.8378329256475,6249.984292866796,,4826.368775337786
O43175,sp|O43175|SERA_HUMAN,41.71486930232483,44.06982407798847,3651.925959602241,-54141.23708296832,59566.879766200655,,19315.748628702848
O95299,sp|O95299|NDUAA_HUMAN,34.411448267359205,35.07395889092123,6496.836229148299,38364.40226777484,147332.92768584096,,57298.50919138782
P01133,sp|P01133|EGF_HUMAN,21.64680821982951,62.01057368234158,17987.738878288455,-292983.68216847983,62499.99176432291,,16946.729936939326
P02765,sp|P02765|FETUA_HUMAN,0.3408168951791903,1.3474753103794006,91242.28340776592,45066.521576500854,45066.881167594125,,15548.276074500634
P06276,sp|P06276|CHLE_HUMAN,,inf,0.0,1088976.8776766614,1093992.2484414876,,
P13501,sp|P13501|CCL5_HUMAN,0.12169257772473911,1.1305643698689336,170800.61151603726,8162.841823895666,15036.66702010416,,6955.67074806992
P50395,sp|P50395|GDIB_HUMAN,2.611677290482366,26.220967644304825,40820.82379372045,-3799.149656325295,53466.885368501855,,24672.39172800738
P52848,sp|P52848|NDST1_HUMAN,50.90743394208908,73.71812120132041,1167.9836084175759,-31307.685759396973,14103.33495055605,,7024.013840503778
P67775,sp|P67775|PP2AA_HUMAN,6.608564692451201,43.399130116637096,17255.07505907434,46031.79347519986,67133.8894323844,,46464.59192190474
Q13459,sp|Q13459|MYO9B_HUMAN,,inf,0.0,-270886792.4027752,56299.14475697279,,
Q49A92,sp|Q49A92|CH034_HUMAN,7.191007110029756,inf,5062.5010390344405,-23204.629672090476,3523.4127709502427,,4838.219261594486
Q6ZT21,sp|Q6ZT21|TMPPE_HUMAN,66.78469175231085,84.90213261468675,5562.889841026606,-49278.5874729623,96134.56704578648,,113051.36438313729
Q96DZ1,sp|Q96DZ1|ERLEC_HUMAN,22.405072367040813,inf,3033.575216319281,23659.877297608382,57200.04707727584,,17213.65123641376
Q9BXJ8,sp|Q9BXJ8|TACAN_HUMAN,0.1,74.77272727272727,771.4438419585371,0.01454939749764015,0.014549406570834568,,0.1
Q9ULX5,sp|Q9ULX5|RN112_HUMAN,inf,inf,4161.271430952749,994670.5322561897,1019001.7566077978,,inf
Q9Y2Q0,sp|Q9Y2Q0|AT8A1_HUMAN,0.6128948849607363,1.6168050376379006,12015.041559313664,15727.5779832938,15733.39563603162,,3679.0699307780974
